"Street","City","State","Zip","Price","SqFt","Acreage","Beds","Baths","geoadd","Latitude","Longitude","CheckAddDuplicate"
"2527 Sandtown Rd SW","Marietta","GA",30060,2450,2311,0.53,4,2,"2527 Sandtown Rd SW, Marietta, GA 30060",33.8916591,-84.5574135,FALSE
"3794 Mulkey Cir SW","Marietta","GA",30008,1620,1216,0,3,2,"3794 Mulkey Cir SW, Marietta, GA 30008",33.8605694,-84.6071148,FALSE
"112 Radford Cir SW","Marietta","GA",30060,2595,1848,0,3,3,"112 Radford Cir SW, Marietta, GA 30060",33.8752246,-84.5552848,FALSE
"3450 Finglas Dr SW","Marietta","GA",30008,2149,1488,0,3,2,"3450 Finglas Dr SW, Marietta, GA 30008",33.8691823,-84.6112391,FALSE
"3729 Heyford Ct","Austell","GA",30106,2370,1887,0,4,3,"3729 Heyford Ct, Austell, GA 30106",33.8614858,-84.5908072,FALSE
"3708 Majestic Dr SW","Marietta","GA",30060,1999,1515,0,3,2,"3708 Majestic Dr SW, Marietta, GA 30060",33.8684892,-84.5879433,FALSE
"1475 Glynn Oaks Cir SW","Marietta","GA",30008,2645,2064,1,5,3,"1475 Glynn Oaks Cir SW, Marietta, GA 30008",33.8966889,-84.5987027,FALSE
"551 Birchwood Rd SW","Marietta","GA",30060,1890,1896,0,3,2,"551 Birchwood Rd SW, Marietta, GA 30060",33.8881532,-84.5695701,FALSE
"3099 Boxleaf Dr SW","Marietta","GA",30008,1790,1273,0,3,2,"3099 Boxleaf Dr SW, Marietta, GA 30008",33.877485,-84.6117503,FALSE
"320 Wiley Ct SW","Marietta","GA",30060,1600,1076,0,3,2,"320 Wiley Ct SW, Marietta, GA 30060",33.8796718,-84.5585597,FALSE
"1932 Leatherleaf Dr SW","Marietta","GA",30008,2045,1161,0,3,1.5,"1932 Leatherleaf Dr SW, Marietta, GA 30008",33.8761739,-84.6100939,FALSE
"1110 Karastan Ct SW","Marietta","GA",30008,2249,1762,0,4,2.5,"1110 Karastan Ct SW, Marietta, GA 30008",33.8893582,-84.5890889,FALSE
"1533 Park Brooke Cir SW","Marietta","GA",30008,2900,1875,0,3,2.5,"1533 Park Brooke Cir SW, Marietta, GA 30008",33.8672131,-84.5960232,FALSE
"1951 Hidden Valley Dr SW ","Marietta","GA",30008,2500,2141,0,4,2.5,"1951 Hidden Valley Dr SW , Marietta, GA 30008",33.8746969,-84.5937119,FALSE
"2734 Trellis Oaks Dr SW","Marietta","GA",30060,2700,2596,0,4,3,"2734 Trellis Oaks Dr SW, Marietta, GA 30060",33.8852016,-84.5543638,FALSE
"3063 Sasanqua Ln SW","Marietta","GA",30008,1895,1273,0.25,3,2,"3063 Sasanqua Ln SW, Marietta, GA 30008",33.8791319,-84.6106461,FALSE
"185 Timber Creek Ln SW","Marietta","GA",30060,1700,1408,0,3,2.5,"185 Timber Creek Ln SW, Marietta, GA 30060",33.8856668,-84.559737,FALSE
"3607 Kelsey Chase Ct","Marietta","GA",30060,3400,2206,0.28,4,2.5,"3607 Kelsey Chase Ct, Marietta, GA 30060",33.8653497,-84.5832585,FALSE
"2889-2889 Lakemont Dr SW","Marietta","GA",30060,1450,1320,0,2,2,"2889-2889 Lakemont Dr SW, Marietta, GA 30060",33.8834706,-84.554311,FALSE
"1306 Guilderoy Ct ","Austell","GA",30106,2000,1672,0,3,2.5,"1306 Guilderoy Ct , Austell, GA 30106",33.8594306,-84.5912054,FALSE
"1356 Velvet Creek Gln SW","Marietta","GA",30008,6800,2066,0.26,4,2,"1356 Velvet Creek Gln SW, Marietta, GA 30008",33.869985,-84.5962891,FALSE
"2885 Lakemont Pl SW","Marietta","GA",30060,2000,1430,0,3,2,"2885 Lakemont Pl SW, Marietta, GA 30060",33.8836977,-84.5552439,FALSE
"737 Evelyn Ln","Marietta","GA",30008,3200,2863,0,4,2.5,"737 Evelyn Ln, Marietta, GA 30008",33.9140502,-84.5740105,FALSE
"96 Grampian Ct ","Marietta","GA",30008,2500,1307,0,3,2.5,"96 Grampian Ct , Marietta, GA 30008",33.922751,-84.555098,FALSE
"1199 Grampian Pass ","Marietta","GA",30008,2300,2108,0,3,2.5,"1199 Grampian Pass , Marietta, GA 30008",33.9233573,-84.5545275,FALSE
"538 Russett Ct SW","Marietta","GA",30064,2675,2813,0,4,2.5,"538 Russett Ct SW, Marietta, GA 30064",33.9345383,-84.5879842,FALSE
"681 Springhollow Ln","Marietta","GA",30008,2195,1328,0,4,2,"681 Springhollow Ln, Marietta, GA 30008",33.9207182,-84.5730078,FALSE
"229 Ripple Creek Dr SW","Marietta","GA",30060,2640,2286,0,5,3,"229 Ripple Creek Dr SW, Marietta, GA 30060",33.9055772,-84.5591942,FALSE
"1537 McAdoo Dr SW","Marietta","GA",30064,2565,1974,0,4,2,"1537 McAdoo Dr SW, Marietta, GA 30064",33.9188154,-84.6076313,FALSE
"2154 Brandon Lee Dr SW","Marietta","GA",30008,2450,2431,0,4,2.5,"2154 Brandon Lee Dr SW, Marietta, GA 30008",33.8995556,-84.6046338,FALSE
"48 Alston Ln SW","Marietta","GA",30060,2360,1608,0,3,3,"48 Alston Ln SW, Marietta, GA 30060",33.9042948,-84.5572088,FALSE
"1993 Judy Cir SE","Marietta","GA",30060,2100,1091,0.34,3,2,"1993 Judy Cir SE, Marietta, GA 30060",33.9046763,-84.5525625,FALSE
"1920 Ripple Creek Ct SW","Marietta","GA",30060,2525,2507,0,3,3,"1920 Ripple Creek Ct SW, Marietta, GA 30060",33.9065825,-84.5582254,FALSE
"871 Pastel Dr SW","Marietta","GA",30008,1725,1375,0,3,2,"871 Pastel Dr SW, Marietta, GA 30008",33.9134455,-84.5791433,FALSE
"2 Grampian Way","Marietta","GA",30008,2475,2232,0,3,2.5,"2 Grampian Way, Marietta, GA 30008",33.9238401,-84.5524027,FALSE
"872 Baltimore Pl SW ","Marietta","GA",30064,1450,1280,0,2,2.5,"872 Baltimore Pl SW , Marietta, GA 30064",33.9241622,-84.5769876,FALSE
"811 Bellemeade Way ","Marietta","GA",30008,1800,1100,0,3,1.5,"811 Bellemeade Way , Marietta, GA 30008",33.9227568,-84.5754894,FALSE
"1376 Sandtown Grn","Marietta","GA",30008,4950,1296,3,3,1,"1376 Sandtown Grn, Marietta, GA 30008",33.9192614,-84.5570379,FALSE
"210 Booth Rd SW ","Marietta","GA",30008,3900,100,0,2,2,"210 Booth Rd SW , Marietta, GA 30008",33.9249062,-84.5600947,FALSE
"160 Booth Rd SW ","Marietta","GA",30008,4500,100,0,3,2,"160 Booth Rd SW , Marietta, GA 30008",33.9238229,-84.5596649,FALSE
"160 Booth Rd SW ","Marietta","GA",30008,3900,100,0,2,2,"160 Booth Rd SW , Marietta, GA 30008",33.9238229,-84.5596649,TRUE
"210 Booth Rd SW ","Marietta","GA",30008,4500,100,0,3,2,"210 Booth Rd SW , Marietta, GA 30008",33.9249062,-84.5600947,TRUE
"1920 Cheatham Woods Dr SW","Marietta","GA",30008,1750,1488,0,2,2.5,"1920 Cheatham Woods Dr SW, Marietta, GA 30008",33.905005,-84.594121,FALSE
"1398 Sandtown Grn","Marietta","GA",30008,4950,1242,0.5,3,2,"1398 Sandtown Grn, Marietta, GA 30008",33.9192614,-84.5570379,FALSE
"280 Pam Ln","Marietta","GA",30064,4800,1520,0,2,2.5,"280 Pam Ln, Marietta, GA 30064",33.9365987,-84.5617525,FALSE
"293 Juliet Ln SW","Marietta","GA",30008,1800,1538,0,3,2,"293 Juliet Ln SW, Marietta, GA 30008",33.9259451,-84.5600129,FALSE
"1282 Whitlock Ridge Dr SW ","Marietta","GA",30064,1995,1508,0,2,3,"1282 Whitlock Ridge Dr SW , Marietta, GA 30064",33.9522219,-84.5859078,FALSE
"978 James St NW","Marietta","GA",30060,2095,1799,0.46,4,2,"978 James St NW, Marietta, GA 30060",33.9747332,-84.563881,FALSE
"1648 Woodsford Rd NW","Kennesaw","GA",30152,2220,1436,1,3,2.5,"1648 Woodsford Rd NW, Kennesaw, GA 30152",33.9926449,-84.6000116,FALSE
"61 Whitlock Sq","Marietta","GA",30064,3500,2190,0,4,3,"61 Whitlock Sq, Marietta, GA 30064",33.9502546,-84.5571398,FALSE
"924 Westland Dr","Marietta","GA",30064,1895,1064,0,2,2,"924 Westland Dr, Marietta, GA 30064",33.9492306,-84.5783687,FALSE
"52 Debonaire Dr","Marietta","GA",30064,2545,2472,0.41,4,3,"52 Debonaire Dr, Marietta, GA 30064",33.9528818,-84.5671315,FALSE
"1229 Parkview Ln","Kennesaw","GA",30152,2975,2569,0,4,3,"1229 Parkview Ln, Kennesaw, GA 30152",33.9782391,-84.6096031,FALSE
"1917 Barrett Knoll Cir NW","Kennesaw","GA",30152,3495,4729,0,5,4,"1917 Barrett Knoll Cir NW, Kennesaw, GA 30152",33.9898958,-84.6076195,FALSE
"4 Fairway Dr NW","Marietta","GA",30144,2000,1814,0,3,2.5,"4 Fairway Dr NW, Marietta, GA 30144",34.039671,-84.59756,FALSE
"1901 Lake Heights Cir NW","Kennesaw","GA",30152,2295,1981,0,3,2.5,"1901 Lake Heights Cir NW, Kennesaw, GA 30152",34.0060417,-84.6063414,FALSE
"1984 Shiloh Valley Trl NW","Kennesaw","GA",30144,2700,2614,0,4,2.5,"1984 Shiloh Valley Trl NW, Kennesaw, GA 30144",34.0008508,-84.5650065,FALSE
"1743 Taynton Cir NW","Kennesaw","GA",30152,2185,1483,0,3,2,"1743 Taynton Cir NW, Kennesaw, GA 30152",33.9969875,-84.6000525,FALSE
"2025 Jebs Ct NW","Acworth","GA",30144,1400,888,0,2,2,"2025 Jebs Ct NW, Acworth, GA 30144",34.0318995,-84.6113822,FALSE
"1676 Harvest Hill Ln NW","Kennesaw","GA",30144,2240,1344,0,3,2,"1676 Harvest Hill Ln NW, Kennesaw, GA 30144",34.0240591,-84.5973323,FALSE
"366 Guibor Ct NW","Kennesaw","GA",30144,3000,2557,0,4,4,"366 Guibor Ct NW, Kennesaw, GA 30144",34.0026659,-84.5681628,FALSE
"12 Fairway Dr NW","Kennesaw","GA",30144,2600,2114,0,4,3.5,"12 Fairway Dr NW, Kennesaw, GA 30144",34.039403,-84.597817,FALSE
"15 Jekyll Dr ","Marietta","GA",30066,2100,1768,0,3,2.5,"15 Jekyll Dr , Marietta, GA 30066",34.007848,-84.5575439,FALSE
"3321 Chastain Gardens Dr NW ","Kennesaw","GA",30144,2615,2043,0,3,3.5,"3321 Chastain Gardens Dr NW , Kennesaw, GA 30144",34.0329254,-84.5636354,FALSE
"1773 Willow Branch Ln NW ","Kennesaw","GA",30152,1995,1624,0,2,3,"1773 Willow Branch Ln NW , Kennesaw, GA 30152",33.994432,-84.589504,FALSE
"331 Niblewill Pl","Marietta","GA",30066,2200,1776,0,3,2.5,"331 Niblewill Pl, Marietta, GA 30066",34.0085167,-84.5575991,FALSE
"1700 English Ivey Ln NW","Kennesaw","GA",30144,4500,2300,0,4,3,"1700 English Ivey Ln NW, Kennesaw, GA 30144",34.0215138,-84.5981709,FALSE
"1865 Grant Ct NW","Kennesaw","GA",30144,1800,1152,0,2,2.5,"1865 Grant Ct NW, Kennesaw, GA 30144",34.0374377,-84.6011161,FALSE
"1760 Oakbrook Ln NW ","Kennesaw","GA",30152,2400,2200,0,3,3,"1760 Oakbrook Ln NW , Kennesaw, GA 30152",33.9949843,-84.5874465,FALSE
"3524 Kennesaw Station Dr NW","Kennesaw","GA",30144,1750,1160,0,2,2,"3524 Kennesaw Station Dr NW, Kennesaw, GA 30144",34.038426,-84.600205,FALSE
"1683 Barrington Pl","Marietta","GA",30066,1875,1348,0,2,2.5,"1683 Barrington Pl, Marietta, GA 30066",33.9950137,-84.5505654,FALSE
"4490 Bells Ferry Rd NW","Kennesaw","GA",30144,1400,NA,0,2,1,"4490 Bells Ferry Rd NW, Kennesaw, GA 30144",34.0612312,-84.558703,FALSE
"2101 Spanish Oaks Way NW","Acworth","GA",30102,2395,2421,0,4,2.5,"2101 Spanish Oaks Way NW, Acworth, GA 30102",34.0716346,-84.6118116,FALSE
"1966 Morning Walk NW","Acworth","GA",30102,2395,1690,0,4,3,"1966 Morning Walk NW, Acworth, GA 30102",34.0728843,-84.6071696,FALSE
"1055 Plantation Way NW","Kennesaw","GA",30144,1750,1408,0,3,2.5,"1055 Plantation Way NW, Kennesaw, GA 30144",34.0443634,-84.6056972,FALSE
"1937 Lightwood Way NW","Acworth","GA",30102,2415,2725,0,3,2.5,"1937 Lightwood Way NW, Acworth, GA 30102",34.0737772,-84.6067606,FALSE
"1980 Morning Walk NW","Acworth","GA",30102,2545,2368,0,3,2.5,"1980 Morning Walk NW, Acworth, GA 30102",34.0715398,-84.6071696,FALSE
"4711 Brazil Wood Ct NW","Kennesaw","GA",30144,2115,1894,0.33,3,2.5,"4711 Brazil Wood Ct NW, Kennesaw, GA 30144",34.0706038,-84.5541777,FALSE
"1818 Babbling Brk NW","Acworth","GA",30102,2200,2459,0,4,2,"1818 Babbling Brk NW, Acworth, GA 30102",34.0701786,-84.6003593,FALSE
"834 Sunset Ct NW","Acworth","GA",30102,2225,1546,0,3,2,"834 Sunset Ct NW, Acworth, GA 30102",34.0700777,-84.5788188,FALSE
"5022 Kendall Sta NW","Acworth","GA",30102,2745,2670,0,4,2.5,"5022 Kendall Sta NW, Acworth, GA 30102",34.0753446,-84.609869,FALSE
"4620 Hickory Run Ct NW","Acworth","GA",30102,2150,1666,0,3,2.5,"4620 Hickory Run Ct NW, Acworth, GA 30102",34.0668414,-84.6009116,FALSE
"231 Lake Forest Dr","Acworth","GA",30102,1994,1905,0,3,2,"231 Lake Forest Dr, Acworth, GA 30102",34.0795709,-84.5669098,FALSE
"4143 Glenaire Way NW","Acworth","GA",30101,2335,2104,0,3,2.5,"4143 Glenaire Way NW, Acworth, GA 30101",34.0587943,-84.6122819,FALSE
"4959 Niagara Dr NW","Acworth","GA",30102,2549,2282,0,4,2,"4959 Niagara Dr NW, Acworth, GA 30102",34.0713543,-84.5999707,FALSE
"4773 Limestone Ln NW","Acworth","GA",30102,2250,2088,0,3,2.5,"4773 Limestone Ln NW, Acworth, GA 30102",34.0678183,-84.6083557,FALSE
"2651 Royal Oak Ct","Acworth","GA",30102,1895,1537,0,3,3,"2651 Royal Oak Ct, Acworth, GA 30102",34.0855147,-84.6093782,FALSE
"4013 Carmel Ct NW","Kennesaw","GA",30144,2000,1780,0,4,2.5,"4013 Carmel Ct NW, Kennesaw, GA 30144",34.0507353,-84.6105234,FALSE
"294 W Junction Ct NW","Kennesaw","GA",30144,2000,1540,0,3,2,"294 W Junction Ct NW, Kennesaw, GA 30144",34.0462339,-84.5584778,FALSE
"260 Shiloh Hills Dr NW","Kennesaw","GA",30144,2425,2224,0,4,3,"260 Shiloh Hills Dr NW, Kennesaw, GA 30144",34.0647625,-84.5581299,FALSE
"1424 Shiloh Way NW","Kennesaw","GA",30144,1885,1456,0,3,2.5,"1424 Shiloh Way NW, Kennesaw, GA 30144",34.042908,-84.6061471,FALSE
"913 Shiloh Ridge Run NW","Kennesaw","GA",30144,2295,1178,1,3,2,"913 Shiloh Ridge Run NW, Kennesaw, GA 30144",34.0494737,-84.5788188,FALSE
"5292 Ferry Creek Ln","Acworth","GA",30102,2055,1366,0.28,3,2,"5292 Ferry Creek Ln, Acworth, GA 30102",34.0808204,-84.5804965,FALSE
"1196 Ridgeside Dr NW","Acworth","GA",30102,2045,2024,0.38,3,2,"1196 Ridgeside Dr NW, Acworth, GA 30102",34.0743101,-84.5838313,FALSE
"4740 N View Rd NW","Kennesaw","GA",30144,1989,1280,0.66,3,2,"4740 N View Rd NW, Kennesaw, GA 30144",34.0672118,-84.553197,FALSE
"1183 Ridgeside Dr NW","Acworth","GA",30102,2145,1818,0.4,3,2,"1183 Ridgeside Dr NW, Acworth, GA 30102",34.0744759,-84.5811921,FALSE
"4720 Shallow Ridge Rd NE","Kennesaw","GA",30144,2300,1832,0,3,2,"4720 Shallow Ridge Rd NE, Kennesaw, GA 30144",34.069598,-84.5517437,FALSE
"823 Faye Dr NW","Kennesaw","GA",30144,2200,1569,0.43,3,2.5,"823 Faye Dr NW, Kennesaw, GA 30144",34.0499442,-84.5747266,FALSE
"2231 Dresden Grn NW","Kennesaw","GA",30144,2520,2210,0,4,3,"2231 Dresden Grn NW, Kennesaw, GA 30144",34.0512899,-84.6113004,FALSE
"1435 Shiloh Way NW","Kennesaw","GA",30144,1799,1500,0,3,2.5,"1435 Shiloh Way NW, Kennesaw, GA 30144",34.0438997,-84.6065413,FALSE
"2060 Sand Wedge Cir NW","Kennesaw","GA",30144,1500,928,0,3,2.5,"2060 Sand Wedge Cir NW, Kennesaw, GA 30144",34.040989,-84.598989,FALSE
"3611 Frey Lake Rd NW","Marietta","GA",30144,3000,2446,0.51,5,3.5,"3611 Frey Lake Rd NW, Marietta, GA 30144",34.0410518,-84.5871219,FALSE
"3745 Cherokee St NW ","Kennesaw","GA",30144,1325,1225,0,NA,1,"3745 Cherokee St NW , Kennesaw, GA 30144",34.0456068,-84.600905,FALSE
"650 Sunshine Trce NW","Acworth","GA",30102,2100,1700,0,4,3,"650 Sunshine Trce NW, Acworth, GA 30102",34.0731987,-84.5777958,FALSE
"1406 Shiloh Way NW","Kennesaw","GA",30144,2200,1420,0,3,3,"1406 Shiloh Way NW, Kennesaw, GA 30144",34.0428686,-84.6052473,FALSE
"1811 Hickory Creek Ct NW","Acworth","GA",30102,2680,3000,0,5,3,"1811 Hickory Creek Ct NW, Acworth, GA 30102",34.0641906,-84.6047565,FALSE
"452 Bells Ferry Pl","Acworth","GA",30102,2195,2174,0.49,3,2,"452 Bells Ferry Pl, Acworth, GA 30102",34.0785,-84.5745834,FALSE
"1989 Morning Walk NW","Acworth","GA",30102,2360,2206,0,4,3,"1989 Morning Walk NW, Acworth, GA 30102",34.0706938,-84.6076604,FALSE
"2563 Valley Hill Dr","Acworth","GA",30102,1950,1320,0.49,3,2,"2563 Valley Hill Dr, Acworth, GA 30102",34.0843105,-84.6066379,FALSE
"1805 Hickory Creek Ct NW","Acworth","GA",30102,2295,2520,0,4,2.5,"1805 Hickory Creek Ct NW, Acworth, GA 30102",34.0634661,-84.6040611,FALSE
"2357 Nowlin Cir","Acworth","GA",30102,2395,2798,0.71,5,3,"2357 Nowlin Cir, Acworth, GA 30102",34.086754,-84.6050019,FALSE
"1136 Norfolk Dr NW","Acworth","GA",30102,2225,1900,0,3,2,"1136 Norfolk Dr NW, Acworth, GA 30102",34.0690485,-84.5785937,FALSE
"5246 Valley Tarn","Acworth","GA",30102,6200,2072,1,4,2.5,"5246 Valley Tarn, Acworth, GA 30102",34.0818133,-84.565641,FALSE
"1300 Kennesaw Trace Ct NW","Marietta","GA",30144,1750,1120,0,2,2.5,"1300 Kennesaw Trace Ct NW, Marietta, GA 30144",34.0417047,-84.6014426,FALSE
"3707 Wavetree Pass NW","Acworth","GA",30101,2230,1349,1,3,2,"3707 Wavetree Pass NW, Acworth, GA 30101",34.0537482,-84.6124406,FALSE
"826 Moonlit Ln NW","Acworth","GA",30102,5800,2552,0,4,2.5,"826 Moonlit Ln NW, Acworth, GA 30102",34.0702884,-84.5772024,FALSE
"4000 Sand Wedge Cir NW","Kennesaw","GA",30144,1797,1320,0,2,2.5,"4000 Sand Wedge Cir NW, Kennesaw, GA 30144",34.0417406,-84.600298,FALSE
"1049 Rolling Green Dr","Acworth","GA",30102,1925,1570,0.51,3,2,"1049 Rolling Green Dr, Acworth, GA 30102",34.0790297,-84.5802101,FALSE
"195 Bryon Ln","Acworth","GA",30102,2300,1844,0,3,2.5,"195 Bryon Ln, Acworth, GA 30102",34.0911266,-84.5989072,FALSE
"2023 Britley Park Xing","Woodstock","GA",30189,1895,1572,0,3,2.5,"2023 Britley Park Xing, Woodstock, GA 30189",34.1164423,-84.5859794,FALSE
"161 Linton Dr","Acworth","GA",30102,1875,1564,0,3,2.5,"161 Linton Dr, Acworth, GA 30102",34.098478,-84.575909,FALSE
"505 Hollow Ct","Woodstock","GA",30189,1942,1298,0,3,2,"505 Hollow Ct, Woodstock, GA 30189",34.0965163,-84.5588462,FALSE
"1916 Lilac Ridge Dr","Woodstock","GA",30189,3265,3261,1,6,3.5,"1916 Lilac Ridge Dr, Woodstock, GA 30189",34.1287302,-84.5677693,FALSE
"126 Jake Taylor Dr","Acworth","GA",30102,2195,1409,0.4,3,2,"126 Jake Taylor Dr, Acworth, GA 30102",34.1044966,-84.6081512,FALSE
"1008 Braddock Cir","Woodstock","GA",30189,2149,1196,1,3,2,"1008 Braddock Cir, Woodstock, GA 30189",34.1101504,-84.5888025,FALSE
"2207 Lullwater Dr","Woodstock","GA",30189,3195,3173,0.35,4,3,"2207 Lullwater Dr, Woodstock, GA 30189",34.1257827,-84.5658047,FALSE
"413 Royal Oak Dr","Acworth","GA",30102,1979,1260,0,3,2,"413 Royal Oak Dr, Acworth, GA 30102",34.0946358,-84.6087238,FALSE
"413 Victory Commons Way","Acworth","GA",30102,3195,3593,0.29,5,3.5,"413 Victory Commons Way, Acworth, GA 30102",34.1076987,-84.5912163,FALSE
"1626 Eagle Dr","Woodstock","GA",30189,2095,1642,0.35,3,2.5,"1626 Eagle Dr, Woodstock, GA 30189",34.1137207,-84.5886593,FALSE
"1028 Braddock Cir","Woodstock","GA",30189,2020,1424,1,3,2,"1028 Braddock Cir, Woodstock, GA 30189",34.1115913,-84.5919936,FALSE
"128 Oak Grove Pl","Acworth","GA",30102,2095,1260,0,3,2.5,"128 Oak Grove Pl, Acworth, GA 30102",34.0938739,-84.6108812,FALSE
"207 Carmichael Rd","Woodstock","GA",30189,2175,1512,0,4,2,"207 Carmichael Rd, Woodstock, GA 30189",34.127449,-84.5849156,FALSE
"104 Grove Park Ln ","Woodstock","GA",30189,1800,2000,0,3,2.5,"104 Grove Park Ln , Woodstock, GA 30189",34.1258598,-84.5738071,FALSE
"203 Chelsea Ct","Woodstock","GA",30189,1650,1078,0,2,2.5,"203 Chelsea Ct, Woodstock, GA 30189",34.1153943,-84.585069,FALSE
"302 Hidden Ct","Woodstock","GA",30189,5450,1425,0.55,3,2,"302 Hidden Ct, Woodstock, GA 30189",34.1275856,-84.589989,FALSE
"138 Hartwood Dr","Woodstock","GA",30189,6800,1558,0.51,3,2.5,"138 Hartwood Dr, Woodstock, GA 30189",34.0927209,-84.5720666,FALSE
"121 W Point Trl","Woodstock","GA",30189,2800,2700,0.33,5,2.5,"121 W Point Trl, Woodstock, GA 30189",34.1168143,-84.5551211,FALSE
"2011 Aldbury Ln","Woodstock","GA",30189,2395,2366,0.51,4,2.5,"2011 Aldbury Ln, Woodstock, GA 30189",34.141976,-84.5791871,FALSE
"3067 Heatherbrook Trce","Canton","GA",30114,2095,1512,0,3,2.5,"3067 Heatherbrook Trce, Canton, GA 30114",34.1766845,-84.5762817,FALSE
"3071 Heatherbrook Trce","Canton","GA",30114,2485,1512,0,3,2.5,"3071 Heatherbrook Trce, Canton, GA 30114",34.176986,-84.5762408,FALSE
"477 Victoria Rd","Woodstock","GA",30189,2145,1302,1.12,3,2,"477 Victoria Rd, Woodstock, GA 30189",34.1515601,-84.5954975,FALSE
"729 Tall Oaks Dr","Canton","GA",30114,3295,2392,0.61,5,3.5,"729 Tall Oaks Dr, Canton, GA 30114",34.1804564,-84.5675237,FALSE
"427 Belmont Way","Woodstock","GA",30189,2735,2009,0,4,2.5,"427 Belmont Way, Woodstock, GA 30189",34.1382546,-84.5866954,FALSE
"107 Kingland St","Woodstock","GA",30189,2000,1787,0,4,3,"107 Kingland St, Woodstock, GA 30189",34.1366791,-84.5858567,FALSE
"302 Pinehurst Way","Canton","GA",30114,2195,1512,0,3,2.5,"302 Pinehurst Way, Canton, GA 30114",34.1769894,-84.5594091,FALSE
"3001 Heatherbrook Trce","Canton","GA",30114,2350,2189,0,3,2.5,"3001 Heatherbrook Trce, Canton, GA 30114",34.1770128,-84.5709616,FALSE
"7108 Big Woods Dr","Woodstock","GA",30189,2100,1700,0,3,2,"7108 Big Woods Dr, Woodstock, GA 30189",34.1451066,-84.5863067,FALSE
"157 Terrace Walk","Woodstock","GA",30189,2300,1804,0,3,2.5,"157 Terrace Walk, Woodstock, GA 30189",34.150221,-84.591638,FALSE
"3135 Sweetbriar Dr","Villa Rica","GA",30180,1995,1540,0.31,3,2,"3135 Sweetbriar Dr, Villa Rica, GA 30180",33.6545758,-84.9383013,FALSE
"2435 Sheridan Ct","Villa Rica","GA",30180,2039,1623,0.38,3,2,"2435 Sheridan Ct, Villa Rica, GA 30180",33.634128,-84.9248604,FALSE
"9128 Lakeview Pkwy","Villa Rica","GA",30180,1995,1564,0.27,3,3,"9128 Lakeview Pkwy, Villa Rica, GA 30180",33.6336252,-84.9242909,FALSE
"151 Hepsie Willis Blvd","Villa Rica","GA",30180,1899,1423,0.51,3,2,"151 Hepsie Willis Blvd, Villa Rica, GA 30180",33.6256044,-84.9397652,FALSE
"1236 Ridgecrest Ct","Villa Rica","GA",30180,2209,1956,0,4,2,"1236 Ridgecrest Ct, Villa Rica, GA 30180",33.6364129,-84.9316931,FALSE
"1265 Heritage Dr","Villa Rica","GA",30180,2299,1875,0.3,3,2,"1265 Heritage Dr, Villa Rica, GA 30180",33.6375583,-84.9309204,FALSE
"341 John Willis Ct","Villa Rica","GA",30180,2299,1700,1.39,3,2,"341 John Willis Ct, Villa Rica, GA 30180",33.6262947,-84.935719,FALSE
"4068 Argonne Ct","Villa Rica","GA",30180,2310,2316,0.36,3,2,"4068 Argonne Ct, Villa Rica, GA 30180",33.6464703,-84.9367357,FALSE
"2046 Lakeview Pkwy","Villa Rica","GA",30180,2045,2938,0.36,3,2.5,"2046 Lakeview Pkwy, Villa Rica, GA 30180",33.6258378,-84.9321404,FALSE
"100 Hammond Dr","Canton","GA",30114,2650,3879,0.95,4,3,"100 Hammond Dr, Canton, GA 30114",34.2011482,-84.5888434,FALSE
"504 Woodbrook Ln","Canton","GA",30114,2525,2854,0.33,5,2.5,"504 Woodbrook Ln, Canton, GA 30114",34.1849652,-84.5685878,FALSE
"105 Countryside Dr","Senoia","GA",30276,2204,1317,1.7,4,2,"105 Countryside Dr, Senoia, GA 30276",33.3143844,-84.515542,FALSE
"345 Lone Oak Dr ","Senoia","GA",30276,2000,1399,0,3,2,"345 Lone Oak Dr , Senoia, GA 30276",33.311995,-84.516526,FALSE
"107 Kraftwood Park","Peachtree City","GA",30269,2300,1384,0,3,2,"107 Kraftwood Park, Peachtree City, GA 30269",33.3494056,-84.5281373,FALSE
"503 Amber Path","Peachtree City","GA",30269,3095,2256,0,3,2,"503 Amber Path, Peachtree City, GA 30269",33.3600766,-84.5442308,FALSE
"503 Amber Path ","Peachtree City","GA",30269,3195,1956,0,4,3.5,"503 Amber Path , Peachtree City, GA 30269",33.3600766,-84.5442308,FALSE
"116 Wedgwood Way","Peachtree City","GA",30269,3200,3120,0,5,3,"116 Wedgwood Way, Peachtree City, GA 30269",33.3907672,-84.5491235,FALSE
"180 Ridgecrest Dr","Fayetteville","GA",30215,2450,2300,0,4,2.5,"180 Ridgecrest Dr, Fayetteville, GA 30215",33.4338611,-84.4997479,FALSE
"120 Rock Glen Ct","Fayetteville","GA",30215,2795,2458,0,4,2.5,"120 Rock Glen Ct, Fayetteville, GA 30215",33.4371927,-84.4961009,FALSE
"111 Beaverbrook Ln","Fayetteville","GA",30215,2995,2284,0,4,2.5,"111 Beaverbrook Ln, Fayetteville, GA 30215",33.4393982,-84.5054842,FALSE
